Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
BTC,2020-01-21,8652.6837629859,8638.1827126888,8739.3538192252,8502.5703185337
BTC,2020-01-22,8708.786013433,8652.6824688107,8783.7501000075,8486.3404573779
BTC,2020-01-23,8635.0743569587,8708.8352221244,8797.7736140327,8575.1032855126
BTC,2020-01-24,8384.0887767671,8635.074107528,8665.2724059751,8277.8091268159
BTC,2020-01-25,8451.2322960209,8381.5997737175,8512.454206647,8220.8673894814
BTC,2020-01-26,8347.567505406,8451.2321285783,8458.2839929308,8256.0430665915
BTC,2020-01-27,8562.307470442,8347.5699512759,8597.9041431215,8282.3583072511
BTC,2020-01-28,8881.9623914604,8562.307388095,8982.0354404362,8554.1256336151
BTC,2020-01-29,9131.1149880642,8877.7336172999,9176.3886480302,8874.2848186197
BTC,2020-01-30,9320.9784062486,9131.1146528164,9432.6774872835,9104.8240633841
BTC,2020-01-31,9545.0779565894,9288.5226462662,9633.2510350153,9185.1813402348
BTC,2020-02-01,9388.8807518859,9548.5453758381,9558.4326133253,9198.6590414019
BTC,2020-02-02,9363.1933827575,9388.8790704776,9451.0645797253,9284.4105590399
BTC,2020-02-03,9385.2603858419,9375.2268312725,9465.4879070367,9150.5345727305
BTC,2020-02-04,9269.7070348447,9385.2597687902,9603.1055824836,9222.9464935155
BTC,2020-02-05,9177.8946372066,9286.2077761598,9349.2470579603,9072.5882144438
BTC,2020-02-06,9625.4566372011,9177.8957937954,9745.1713772974,9147.6522811203
BTC,2020-02-07,9681.3774113095,9600.4035851114,9856.4477732891,9527.1516688188
BTC,2020-02-08,9795.3440659492,9681.3776995274,9872.6160693597,9653.132962425
BTC,2020-02-09,9927.7782564213,9795.343586045,9939.6715013086,9660.3091570566
BTC,2020-02-10,10132.706499106,9900.6846345293,10175.9070114234,9888.1547646154
BTC,2020-02-11,9838.9000162764,10132.7064787693,10197.1992831582,9752.1957570763
BTC,2020-02-12,10236.6351482326,9851.6442542986,10351.4559262839,9711.3609146837
BTC,2020-02-13,10364.9262882252,10236.7932647241,10489.7798581491,10218.5228603197
BTC,2020-02-14,10218.0997373046,10364.2323800436,10516.9179252276,10097.7616888251
BTC,2020-02-15,10367.5279981077,10234.467701605,10598.0301607446,10108.1591627515
BTC,2020-02-16,9926.353690569,10367.5274787261,10397.5364799673,9810.9280724781
BTC,2020-02-17,9876.2349632052,9926.3534545451,10052.3546170894,9642.4650322727
BTC,2020-02-18,9636.6240948155,9933.9019334018,9966.09538429,9468.2926979618
BTC,2020-02-19,10189.9959829746,9636.6243453088,10272.7948244353,9615.2634207426
BTC,2020-02-20,9701.0371914987,10190.007761341,10290.3042606394,9365.7802995899
BTC,2020-02-21,9631.4849459561,9608.9319696903,9704.6926251028,9410.9214156628
BTC,2020-02-22,9670.8586543715,9631.4825593356,9770.3406915984,9579.2374087583
BTC,2020-02-23,9689.0867428481,9696.5330638773,9724.3363918137,9575.0544894763
BTC,2020-02-24,9919.5514478418,9689.0859922174,10008.5404721395,9666.5194970895
BTC,2020-02-25,9640.4695050585,9921.0485615766,10008.3784911882,9480.1859420408
BTC,2020-02-26,9392.8696287195,9640.4685621125,9679.5950897831,9251.1158336841
BTC,2020-02-27,8787.9783631624,9392.868579469,9393.8641369143,8626.9357463294
BTC,2020-02-28,8784.9953524383,8790.3368531973,8977.5855649234,8530.4963793833
